id,name,slug,is_active,is_listed,is_redistributable,first_historical_data,last_historical_data
1622,Pegasys,pegasys,1,0,0,2022-11-24T15:55:00.000Z,2023-11-08T04:05:00.000Z
1623,Yoshi Exchange (BSC),yoshi-exchange-bsc,1,0,0,2022-03-31T04:35:00.000Z,2023-11-08T04:05:00.000Z
1624,AstroSwap,astroswap,1,0,0,2022-03-31T14:25:00.000Z,2023-04-10T12:15:00.000Z
1625,ProtoFi,protofi,1,0,1,2022-03-31T04:35:00.000Z,2023-11-08T04:05:00.000Z
1626,MistSwap,mistswap,1,0,0,2022-04-05T13:40:00.000Z,2023-11-08T04:05:00.000Z
1628,Coinhub,coinhub-mn,1,0,0,2022-04-26T14:15:00.000Z,2023-11-08T04:05:00.000Z
1631,SushiSwap (Avalanche),sushiswap-avax,1,0,0,2022-04-05T09:10:00.000Z,2023-11-08T04:05:00.000Z
1632,Voltage Finance,voltage-finance,1,0,0,2022-04-13T13:30:00.000Z,2023-11-08T04:05:00.000Z
1633,SushiSwap (Fuse),sushiswap-fuse,1,0,0,2022-04-05T19:05:00.000Z,2023-11-08T04:05:00.000Z
1634,Orion ETH,orion-protocol-eth,1,0,0,2022-04-27T14:10:00.000Z,2023-11-08T04:05:00.000Z
1636,DeFi Kingdoms (Crystalvale),defi-kingdoms-crystalvale,1,0,0,2022-04-12T07:05:00.000Z,2023-11-08T04:05:00.000Z
1637,Tombswap,tombswap,1,0,0,2022-04-07T04:30:00.000Z,2023-11-08T04:05:00.000Z
1638,BenSwap,benswap,1,0,0,2022-04-28T13:10:00.000Z,2023-11-08T04:05:00.000Z
1639,SundaeSwap,sundaeswap,1,0,0,2022-06-26T07:40:00.000Z,2023-11-08T04:05:00.000Z
1640,Tranquil Finance,tranquil-finance,1,0,0,2022-04-11T19:30:00.000Z,2023-11-08T04:05:00.000Z
1641,MilkySwap,milkyswap,1,0,0,2022-04-12T10:30:00.000Z,2023-11-08T04:05:00.000Z
1642,RadioShack (Polygon),radioshack-polygon,1,0,0,2022-04-27T19:35:00.000Z,2023-11-08T04:05:00.000Z
1645,Tapbit,tapbit,1,0,0,2022-05-08T07:25:00.000Z,2023-11-08T04:05:00.000Z
1646,Swappi,swappi,1,0,0,2022-06-26T10:45:00.000Z,2023-11-08T04:05:00.000Z
1648,RadioShack (Avalanche),radioshack-avalanche,1,0,0,2022-04-30T12:55:00.000Z,2023-11-08T04:05:00.000Z
1649,RadioShack (Ethereum),radioshack-ethereum,1,0,1,2022-04-30T13:20:00.000Z,2023-11-08T04:05:00.000Z
1650,RadioShack (BSC),radioshack-bsc,1,0,0,2022-04-30T07:30:00.000Z,2023-11-08T04:05:00.000Z
1651,Zipswap,zipswap,1,0,1,2022-05-02T18:45:00.000Z,2023-11-08T04:05:00.000Z
1653,ZOOMEX,zoomex,1,0,0,2022-05-17T11:50:00.000Z,2023-11-08T04:05:00.000Z
1655,Zenlink (Moonriver),zenlink,1,0,0,2022-08-29T12:55:00.000Z,2023-11-08T04:05:00.000Z
1657,Nomiswap,nomiswap,1,0,0,2022-06-21T01:35:00.000Z,2023-11-08T04:05:00.000Z
1665,DuckyDefi,duckydefi,1,0,1,2022-06-07T01:50:00.000Z,2023-11-08T04:05:00.000Z
1667,EvmoSwap,evmoswap,1,0,0,2023-04-03T15:45:00.000Z,2023-11-08T04:05:00.000Z
1668,Dystopia,dystopia,1,0,1,2022-06-08T21:25:00.000Z,2023-11-08T04:05:00.000Z
1670,Karura Swap,karuraswap,1,0,0,2022-06-21T13:40:00.000Z,2023-11-08T04:05:00.000Z
1671,FlatQube Exchange,flatqube,1,0,1,2022-06-26T09:00:00.000Z,2023-11-08T04:05:00.000Z
1672,ArthSwap(Astar),arthswap,1,0,0,2023-09-11T05:40:00.000Z,2023-11-08T04:05:00.000Z
1675,WOOFi,woofi,1,0,0,2022-08-08T07:50:00.000Z,2023-11-08T04:05:00.000Z
1677,Minswap,minswap,1,0,0,2022-06-28T06:55:00.000Z,2023-11-08T04:05:00.000Z
1679,BIT.TEAM,bit-team,1,0,1,2022-06-28T11:50:00.000Z,2023-11-08T04:05:00.000Z
1683,Scallop Exchange,scallop-exchange,0,0,0,2023-11-08T04:01:30.374Z,2023-11-08T04:01:30.375Z
1684,Swych,swych,1,0,0,2022-08-09T14:30:00.000Z,2023-11-08T04:05:00.000Z
1685,Fstswap,fstswap,1,0,1,2022-06-29T15:50:00.000Z,2023-11-08T04:05:00.000Z
1687,Pandora,pandora-swap,1,0,1,2022-08-10T06:30:00.000Z,2023-11-08T04:05:00.000Z
1688,DeFi Swap,defi-swap,1,0,0,2022-08-10T06:30:00.000Z,2023-11-08T04:05:00.000Z
1692,Swapsicle,swapsicle,1,0,0,2022-10-02T14:00:00.000Z,2023-11-08T04:05:00.000Z
1694,Hermes Protocol,hermes-protocol,1,0,0,2022-08-07T14:30:00.000Z,2023-11-08T04:05:00.000Z
1695,KyberSwap Elastic (Polygon),kyberswap-elastic-polygon,1,0,0,2022-08-21T12:40:00.000Z,2023-11-08T04:05:00.000Z
1698,Baryon Network,baryon-network,1,0,0,2022-08-21T14:30:00.000Z,2023-11-08T04:05:00.000Z
1699,KyberSwap Elastic (Optimism),kyberswap-elastic-optimism,1,0,0,2022-08-21T17:30:00.000Z,2023-11-08T04:05:00.000Z
1700,KyberSwap Elastic (Avalanche),kyberswap-elastic-avalanche,1,0,0,2022-08-21T18:40:00.000Z,2023-11-08T04:05:00.000Z
1701,KyberSwap Elastic (Arbitrum),kyberswap-elastic-arbitrum,1,0,0,2022-08-21T18:40:00.000Z,2023-11-08T04:05:00.000Z
1702,DOOAR (Ethereum),dooar-ethereum,1,0,0,2022-08-23T10:30:00.000Z,2023-11-08T04:05:00.000Z
1703,DOOAR (BSC),dooar-bnb-smart-chain,1,0,0,2022-08-23T10:30:00.000Z,2023-11-08T04:05:00.000Z
1704,MM Finance (Polygon),mm-finance-polygon,1,0,1,2022-08-12T16:30:00.000Z,2023-11-08T04:05:00.000Z
1707,Kujira Fin,kujira-fin,1,0,0,2022-08-17T13:25:00.000Z,2023-11-08T04:05:00.000Z
1708,Velodrome,velodrome,1,0,1,2022-08-15T08:30:00.000Z,2023-11-08T04:05:00.000Z
1711,YodeSwap,yodeswap,1,0,1,2022-08-18T08:30:00.000Z,2023-11-08T04:05:00.000Z
1713,KAIDEX v3,kaidex-v3,1,0,0,2022-08-22T18:35:00.000Z,2023-11-08T04:05:00.000Z
1714,Slingshot Finance,slingshot-finance,1,0,0,2022-08-29T04:55:00.000Z,2023-11-08T04:05:00.000Z
1715,QuickSwap v3 (DogeChain),quickswap-dogechain,1,0,1,2022-08-24T12:30:00.000Z,2023-11-08T04:05:00.000Z
1716,KyberSwap Elastic (BSC),kyberswap-elastic-bnb-chain,1,0,0,2022-08-25T00:40:00.000Z,2023-11-08T04:05:00.000Z
1717,CantoSwap,cantoswap,1,0,1,2022-08-29T00:45:00.000Z,2023-11-08T04:05:00.000Z
1720,ZigZag (Arbitrum),zigzag-arbitrum,1,0,0,2022-09-07T09:35:00.000Z,2023-11-08T04:05:00.000Z
1721,Kaddex,kaddex,1,0,0,2022-09-07T09:35:00.000Z,2023-11-08T04:05:00.000Z
1723,Swapr (Arbitrum),swapr-arbitrum,1,0,0,2022-09-03T11:30:00.000Z,2023-11-08T04:05:00.000Z
1729,Fraxswap v2 (Ethereum),fraxswap-v2-ethereum,1,0,0,2023-01-22T21:05:00.000Z,2023-11-08T04:05:00.000Z
1739,W3Swap,w3swap,1,0,0,2023-03-08T07:30:00.000Z,2023-11-08T04:05:00.000Z
1790,Uniswap v3 (Celo),uniswap-celo,1,0,1,2023-03-28T10:45:00.000Z,2023-11-08T04:05:00.000Z
1798,Decaswap,decaswap,1,0,1,2022-09-20T23:10:00.000Z,2023-08-09T11:05:00.000Z
1835,NSKSwap,nskswap,1,0,1,2022-09-20T21:45:00.000Z,2023-11-08T04:05:00.000Z
1868,Leonicorn Swap,leonicornswap,1,0,1,2022-09-21T08:35:00.000Z,2023-10-23T12:00:00.000Z
1891,SaitaSwap,saitaswap,1,0,1,2022-09-21T14:30:00.000Z,2023-11-08T04:05:00.000Z
1922,Gravity Finance,gravity-finance-io,1,0,1,2023-02-21T08:45:00.000Z,2023-11-08T04:05:00.000Z
1931,Alita Finance,alita-finance,1,0,1,2022-09-21T15:15:00.000Z,2023-11-08T04:05:00.000Z
1976,Fraxswap (Polygon),fraxswap-polygon,1,0,1,2022-09-22T15:30:00.000Z,2023-11-08T04:05:00.000Z
2106,Fraxswap v2 (Avalanche),fraxswap-avalanche,1,0,1,2022-09-23T18:45:00.000Z,2023-11-08T04:05:00.000Z
2113,Fraxswap (Arbitrum),fraxswap-arbitrum,1,0,1,2022-09-22T14:35:00.000Z,2023-05-03T00:40:00.000Z
2133,KyberSwap Elastic (Fantom),kyberswap-elastic-fantom,1,0,1,2022-11-10T16:40:00.000Z,2023-11-08T04:05:00.000Z
2143,Fraxswap (Fantom),fraxswap-fantom,1,0,1,2022-09-23T17:45:00.000Z,2022-12-22T19:35:00.000Z
2162,MagicSwap,magicswap,1,0,1,2022-11-22T17:20:00.000Z,2023-11-08T04:05:00.000Z
2243,onAVAX,onavax,1,0,0,2023-04-06T03:20:00.000Z,2023-10-08T05:45:00.000Z
2284,SpaceFi (Evmos),spacefi-evmos,1,0,1,2023-02-21T06:35:00.000Z,2023-11-08T04:05:00.000Z
2373,Verse,verse,1,0,1,2022-12-21T05:20:00.000Z,2023-11-08T04:05:00.000Z
2399,Cronus Finance,cronus-finance,1,0,0,2023-04-03T10:15:00.000Z,2023-11-08T04:05:00.000Z
2496,Apeswap (Ethereum),apeswap-finance-ethereum,1,0,0,2023-03-08T01:05:00.000Z,2023-06-30T08:05:00.000Z
2705,OKC Swap,okc-swap,1,0,1,2022-11-22T18:05:00.000Z,2023-11-08T04:05:00.000Z
2796,KyberSwap Elastic (Ethereum),kyberswap-elastic-ethereum,1,0,1,2022-09-24T03:20:00.000Z,2023-11-08T04:05:00.000Z
3177,Bored Candy City,bored-candy-city,1,0,1,2022-11-24T20:40:00.000Z,2023-11-08T04:05:00.000Z
3200,Nomiswap (Stable),nomiswap-stable,1,0,1,2022-11-22T16:30:00.000Z,2023-11-08T04:05:00.000Z
3283,KyberSwap Classic (Optimism),kyberswap-classic-optimism,1,0,1,2023-03-07T14:25:00.000Z,2023-11-08T04:05:00.000Z
3355,Arbswap (Arbitrum One),arbswap-arbitrum-one,1,0,0,2023-04-05T12:30:00.000Z,2023-11-08T04:05:00.000Z
3401,DAO Swap,dao-swap,1,0,1,2022-10-02T17:15:00.000Z,2023-11-08T04:05:00.000Z
3456,OpenSwap (Optimism),openswap-optimisim,1,0,1,2022-11-21T21:15:00.000Z,2023-11-08T04:05:00.000Z
3470,Wombat Exchange (BSC),wombat-exchange,1,0,0,2022-09-21T07:00:00.000Z,2023-08-04T09:10:00.000Z
3488,ApeSwap (Telos),apeswap-telos,1,0,1,2022-11-23T17:40:00.000Z,2023-11-08T04:05:00.000Z
3596,Baby Doge Swap,baby-doge-swap,1,0,0,2022-10-11T22:30:00.000Z,2023-11-08T04:05:00.000Z
3605,VaporDex,vapordex,1,0,0,2023-03-21T10:50:00.000Z,2023-11-08T04:05:00.000Z
3627,KyberSwap Classic (Arbitrum),kyberswap-classic-arbitrum,1,0,1,2023-03-07T13:40:00.000Z,2023-11-08T04:05:00.000Z
3631,DIFX,difx,1,0,0,2022-09-26T09:50:00.000Z,2023-11-08T04:05:00.000Z
3730,ALEX,alex,1,0,0,2022-10-10T11:25:00.000Z,2023-04-14T18:15:00.000Z
3735,ICRYPEX,icrypex,1,0,0,2023-07-25T08:25:00.000Z,2023-11-08T04:05:00.000Z
3771,CroSwap,croswap,1,0,0,2023-02-12T22:00:00.000Z,2023-11-08T04:05:00.000Z
3778,UniWswap,uniwswap,1,0,1,2022-10-16T16:40:00.000Z,2023-06-11T08:25:00.000Z
3874,PancakeSwap v2 (Ethereum),pancakeswap-ethereum,1,0,1,2022-10-10T14:30:00.000Z,2023-11-08T04:05:00.000Z
3903,Soy Finance,soy-finance,1,0,0,2023-11-08T04:05:24.229Z,2023-11-08T04:05:24.229Z
4098,QuickSwap v3 (Polygon),quickswap-v3,1,0,1,2022-10-16T16:35:00.000Z,2023-11-08T04:05:00.000Z
4152,Liquidswap,liquidswap,1,0,0,2022-10-25T10:30:00.000Z,2023-11-08T04:05:00.000Z
4159,WingRiders DEX,wingriders-dex,1,0,0,2023-03-21T03:45:00.000Z,2023-11-08T04:05:00.000Z
4191,Clipper (Polygon),clipper-polygon,1,0,0,2023-05-23T02:20:00.000Z,2023-11-08T04:05:00.000Z
4192,Clipper (Optimism),clipper-optimism,1,0,0,2023-05-18T02:25:00.000Z,2023-11-08T04:05:00.000Z
4788,PancakeSwap v2 (Aptos),pancakeswap-aptos,1,0,1,2022-11-06T02:30:00.000Z,2023-11-08T04:05:00.000Z
5025,Fraxswap (Optimism),fraxswap-optimism,1,0,0,2023-04-07T06:00:00.000Z,2023-11-08T04:05:00.000Z
5071,AnimeSwap(Aptos),animeswap,1,0,1,2022-12-05T04:40:00.000Z,2023-11-08T04:05:00.000Z
5072,AUX Exchange,aux-exchange,1,0,1,2022-11-05T13:30:00.000Z,2023-11-08T04:05:00.000Z
5101,Camelot,camelot,1,0,1,2022-11-24T21:05:00.000Z,2023-11-08T04:05:00.000Z
5108,3xcalibur,3xcalibur,1,0,1,2022-11-21T07:45:00.000Z,2023-11-08T04:05:00.000Z
5115,Curve (Polygon),curve-polygon,1,0,0,2023-04-04T07:30:00.000Z,2023-11-08T04:05:00.000Z
5116,Beethoven X (Optimism),beethoven-x-optimism,1,0,0,2023-03-16T07:30:00.000Z,2023-11-08T04:05:00.000Z
5118,Curve (Arbitrum),curve-finance-arbitrum,1,0,0,2023-04-04T11:30:00.000Z,2023-11-08T04:05:00.000Z
5120,Curve (Avalanche),curve-avalanche,1,0,0,2023-04-04T12:35:00.000Z,2023-11-08T04:05:00.000Z
5121,Curve (Fantom),curve-fantom,1,0,0,2023-04-04T11:30:00.000Z,2023-11-08T04:05:00.000Z
5132,Curve (Optimism),curve-optimism,1,0,0,2023-04-04T11:30:00.000Z,2023-11-08T04:05:00.000Z
5136,Curve (Gnosis),curve-gnosis,1,0,0,2023-04-09T08:45:00.000Z,2023-11-08T04:05:00.000Z
5194,Equalizer,equalizer-exchange,1,0,1,2023-02-20T04:30:00.000Z,2023-11-08T04:05:00.000Z
5200,XCAD DEX,xcad-dex,1,0,0,2022-12-07T11:40:00.000Z,2023-11-08T04:05:00.000Z
5319,SuperEx,superex,1,0,0,2022-12-19T07:40:00.000Z,2023-11-08T04:05:00.000Z
5327,Swapr (Gnosis),swapr-gnosis,1,0,0,2022-11-23T16:30:00.000Z,2023-11-08T04:05:00.000Z
5329,KibbleSwap,kibbleswap,1,0,1,2022-11-21T18:30:00.000Z,2023-11-08T04:05:00.000Z
5344,Coins.ph,coins-pro,1,0,0,2022-12-26T09:55:00.000Z,2023-11-08T04:05:00.000Z
5345,Diffusion Finance,diffusion-finance,1,0,0,2022-11-28T16:35:00.000Z,2023-11-08T04:05:00.000Z
5378,Daylight Protocol,daylight-protocol,1,0,1,2023-02-22T04:30:00.000Z,2023-09-09T09:20:00.000Z
5430,Kyotoswap,kyotoswap,1,0,1,2023-02-21T07:30:00.000Z,2023-11-08T04:05:00.000Z
5437,Apex Protocol,apex-protocol,1,0,0,2023-02-05T08:10:00.000Z,2023-11-08T04:05:00.000Z
5455,Orderly Network,orderly-network,1,0,0,2022-12-14T11:15:00.000Z,2023-11-08T04:05:00.000Z
5558,OreoSwap,oreoswap,1,0,0,2023-01-12T13:00:00.000Z,2023-11-08T04:05:00.000Z
5590,CoinTR Pro,cointr,1,0,0,2023-01-08T13:40:00.000Z,2023-11-08T04:05:00.000Z
5631,DeDust,dedust,1,0,0,2023-01-04T13:30:00.000Z,2023-11-08T04:05:00.000Z
5666,WEMIX.Fi,wemix-fi,1,0,1,2023-04-16T11:35:00.000Z,2023-11-08T04:05:00.000Z
5677,StellaSwap v3,stellaswap-v3,1,0,1,2023-05-06T20:35:00.000Z,2023-11-08T04:05:00.000Z
5745,STON.fi,ston-fi,1,0,1,2023-07-13T06:55:00.000Z,2023-11-08T04:05:00.000Z
5751,WEEX,weex,1,0,0,2023-03-06T09:20:00.000Z,2023-11-08T04:05:00.000Z
5788,Trader Joe v2 (Arbitrum),traderjoe-arbitrum,1,0,0,2023-01-29T11:00:00.000Z,2023-11-08T04:05:00.000Z
5803,THENA,thena,1,0,0,2023-03-08T06:30:00.000Z,2023-11-08T04:05:00.000Z
5833,SkullSwap,skullswap,1,0,1,2023-02-22T03:50:00.000Z,2023-11-08T04:05:00.000Z
5834,Zyberswap,zyberswap,1,0,1,2023-02-05T23:00:00.000Z,2023-11-08T04:05:00.000Z
5869,Trader Joe v2 (Avalanche),traderjoe-avalanche,1,0,0,2023-02-06T13:00:00.000Z,2023-11-08T04:05:00.000Z
5876,SolidLizard,solidlizard,1,0,1,2023-02-23T06:30:00.000Z,2023-11-08T04:05:00.000Z
5878,Forteswap,forteswap,1,0,0,2023-03-02T06:30:00.000Z,2023-11-08T04:05:00.000Z
5879,Balancer v2 (Gnosis Chain),balancer-v2-gnosis-chain,1,0,1,2023-05-28T12:35:00.000Z,2023-11-08T04:05:00.000Z
5910,IceCreamSwap,icecreamswap,1,0,0,2023-02-06T13:15:00.000Z,2023-11-08T04:05:00.000Z
5917,ArbSwap (Arbitrum Nova),arbswap,1,0,0,2023-02-06T09:00:00.000Z,2023-11-08T04:05:00.000Z
5918,Sushiswap (Arbitrum Nova),sushiswap-arbitrum-nova,1,0,0,2023-02-06T09:00:00.000Z,2023-11-08T04:05:00.000Z
5921,RCP Swap,rcp-swap,1,0,0,2023-04-11T07:30:00.000Z,2023-11-08T04:05:00.000Z
5938,SharkSwap,sharkswap,1,0,0,2023-02-06T17:55:00.000Z,2023-11-08T04:05:00.000Z
6007,Defi Kingdoms (Klaytn),defi-kingdoms-klaytn,1,0,0,2023-02-21T10:35:00.000Z,2023-11-08T04:05:00.000Z
6082,Alien.Fi,alien-fi,1,0,1,2023-02-23T05:00:00.000Z,2023-11-08T04:05:00.000Z
6093,Sharkyswap,sharkyswap,1,0,1,2023-02-21T06:40:00.000Z,2023-11-08T04:05:00.000Z
6103,Sterling Finance,sterling-finance,1,0,1,2023-02-21T09:00:00.000Z,2023-11-08T04:05:00.000Z
6108,Zyberswap v3,zyberswap-v3,1,0,1,2023-04-18T08:30:00.000Z,2023-11-08T04:05:00.000Z
6132,Arbiswap,arbiswap,1,0,1,2023-02-23T05:40:00.000Z,2023-10-29T08:25:00.000Z
6137,Toobit,toobit,1,0,0,2023-03-01T12:10:00.000Z,2023-11-08T04:05:00.000Z
6248,Oasis Swap,oasisswap,1,0,1,2023-11-08T04:05:26.832Z,2023-11-08T04:05:26.832Z
6255,Velocimeter,velocimeter,1,0,0,2023-03-02T05:30:00.000Z,2023-11-08T04:05:00.000Z
6267,Shadowswap,shadowswap,1,0,0,2023-03-06T10:25:00.000Z,2023-11-08T04:05:00.000Z
6268,LFGSwap (Core),lfgswap-core,1,0,0,2023-03-01T05:30:00.000Z,2023-11-08T04:05:00.000Z
6269,IceCreamSwap (Core),icecreamswap-core,1,0,0,2023-03-01T05:30:00.000Z,2023-11-08T04:05:00.000Z
6291,ArcherSwap,archerswap,1,0,0,2023-04-16T13:00:00.000Z,2023-11-08T04:05:00.000Z
6310,Trader Joe (BSC),traderjoe-bsc,1,0,0,2023-03-08T23:55:00.000Z,2023-11-08T04:05:00.000Z
6394,Solidly (Ethereum),solidly-ethereum,1,0,0,2023-03-29T05:35:00.000Z,2023-11-08T04:05:00.000Z
6406,Bitlo,bitlo,1,0,0,2023-03-26T09:45:00.000Z,2023-11-08T04:05:00.000Z
6407,THENA FUSION,thena-v2,1,0,1,2023-04-17T08:35:00.000Z,2023-11-08T04:05:00.000Z
6420,ApeSwap (Arbitrum),apeswap-arbitrum,1,0,0,2023-04-03T09:00:00.000Z,2023-11-08T04:05:00.000Z
6432,Archly Finance,archly-finance,1,0,0,2023-05-22T08:20:00.000Z,2023-11-07T23:15:00.000Z
6435,Lifinity,lifinity,1,0,1,2023-03-10T16:00:00.000Z,2023-11-08T04:05:00.000Z
6444,Uniswap v3 (BSC),uniswap-bsc,1,0,1,2023-03-14T17:00:00.000Z,2023-11-08T04:05:00.000Z
6469,Trader Joe v2 (BSC),traderjoe-v2-bsc,1,0,0,2023-03-12T13:25:00.000Z,2023-11-08T04:05:00.000Z
6472,Flipster,flipster,1,0,0,2023-05-08T12:25:00.000Z,2023-11-08T04:05:00.000Z
6506,Arbidex,arbidex,1,0,0,2023-04-05T12:30:00.000Z,2023-11-08T04:05:00.000Z
6515,Core Dao Swap,core-dao-swap,1,0,0,2023-03-20T14:30:00.000Z,2023-11-08T04:05:00.000Z
6530,ThetaSwap,thetaswap,1,0,0,2023-05-22T08:20:00.000Z,2023-11-08T04:05:00.000Z
6571,NESTFi,nestfi,1,0,0,2023-11-08T04:05:27.431Z,2023-11-08T04:05:27.432Z
6597,FlairDex,flairdex,1,0,1,2023-03-28T11:35:00.000Z,2023-11-08T04:05:00.000Z
6619,LFGSwap (Arbitrum),lfgswap-arbitrum,1,0,0,2023-03-28T15:35:00.000Z,2023-11-08T04:05:00.000Z
6637,Blofin,blofin,1,0,0,2023-04-27T04:40:00.000Z,2023-11-08T04:05:00.000Z
6658,AshSwap,ashswap,1,0,0,2023-11-08T04:05:27.432Z,2023-11-08T04:05:27.432Z
6660,GemSwap,gemswap,1,0,0,2023-03-28T08:35:00.000Z,2023-11-08T04:05:00.000Z
6661,Mute,mute,1,0,0,2023-03-28T08:30:00.000Z,2023-11-08T04:05:00.000Z
6663,SpaceFi (zkSync),spacefi-zksync,1,0,0,2023-03-28T08:30:00.000Z,2023-11-08T04:05:00.000Z
6668,MM Finance (Arbitrum),mm-finance-arbitrum,1,0,0,2023-04-03T08:30:00.000Z,2023-11-08T04:05:00.000Z
6669,Ramses,ramses-exchange,1,0,1,2023-04-09T11:30:00.000Z,2023-11-08T04:05:00.000Z
6680,Équilibre,equilibre,1,0,0,2023-03-29T13:30:00.000Z,2023-11-08T04:05:00.000Z
6706,PancakeSwap v3 (BSC),pancakeswap-v3,1,0,0,2023-04-02T13:30:00.000Z,2023-11-08T04:05:00.000Z
6707,PancakeSwap v3 (Ethereum),pancakeswap-v3-eth,1,0,0,2023-04-02T15:05:00.000Z,2023-11-08T04:05:00.000Z
6713,Sushiswap v3 (Arbitrum),sushiswap-v3-arbitrum,1,0,1,2023-04-05T20:40:00.000Z,2023-11-08T04:05:00.000Z
6745,Sushiswap v3 (Optimism),sushiswap-v3-optimism,1,0,1,2023-04-06T08:00:00.000Z,2023-11-08T04:05:00.000Z
6746,Sushiswap v3 (Ethereum),sushiswap-v3-ethereum,1,0,1,2023-04-07T21:05:00.000Z,2023-11-08T04:05:00.000Z
6753,SaucerSwap,saucerswap,1,0,0,2023-04-22T04:40:00.000Z,2023-11-08T04:05:00.000Z
6757,Velocimeter v2,velocimeter-v2,1,0,0,2023-04-06T22:45:00.000Z,2023-11-08T04:05:00.000Z
6765,Opnx,opnx,1,0,0,2023-05-25T12:20:00.000Z,2023-11-08T04:05:00.000Z
6767,Merlin DEX,merlin-dex,1,0,1,2023-04-16T13:50:00.000Z,2023-04-28T22:25:00.000Z
6771,QuickSwap v3 (Polygon zkEVM),quickswap-polygon-zkevm,1,0,0,2023-04-11T03:40:00.000Z,2023-11-08T04:05:00.000Z
6785,ko.one,ko-one,1,0,1,2023-04-17T13:35:00.000Z,2023-11-08T04:05:00.000Z
6799,Trader Joe v2.1 (Arbitrum),trader-joe-v2-1-arbitrum,1,0,0,2023-04-26T04:30:00.000Z,2023-11-08T04:05:00.000Z
6800,Trader Joe v2.1 (Avalanche),trader-joe-v2-1-avalanche,1,0,0,2023-04-26T04:30:00.000Z,2023-11-08T04:05:00.000Z
6801,Trader Joe v2.1 (BSC),trader-joe-v2-1-bsc,1,0,0,2023-04-26T06:55:00.000Z,2023-11-08T04:05:00.000Z
6803,Velocore,velocore,1,0,0,2023-04-09T09:30:00.000Z,2023-11-08T04:05:00.000Z
6813,SyncSwap,syncswap,1,0,0,2023-04-10T13:30:00.000Z,2023-11-08T04:05:00.000Z
6841,Wagmi (zkSync Era),wagmi-zksync-era,1,0,1,2023-04-17T20:15:00.000Z,2023-11-08T04:05:00.000Z
6842,DoveSwap v3,doveswap-v3,1,0,1,2023-07-10T08:30:00.000Z,2023-11-08T04:05:00.000Z
6844,Purple Bridge,purple-bridge,1,0,1,2023-04-26T08:50:00.000Z,2023-11-08T04:05:00.000Z
6878,Wagmi (Fantom),wagmi-fantom,1,0,1,2023-04-18T05:30:00.000Z,2023-11-08T04:05:00.000Z
6943,E3,e3,1,0,1,2023-05-07T00:00:00.000Z,2023-10-14T00:55:00.000Z
6985,Clober,clober,1,0,0,2023-06-11T06:00:00.000Z,2023-07-15T11:55:00.000Z
6990,FlameSwap,flameswap,1,0,0,2023-05-07T09:50:00.000Z,2023-11-08T04:05:00.000Z
6993,Cetus,cetus,1,0,0,2023-05-04T13:30:00.000Z,2023-11-08T04:05:00.000Z
7023,BlueMove (Sui),bluemove-sui,1,0,0,2023-05-08T13:30:00.000Z,2023-11-08T04:05:00.000Z
7024,AnimeSwap(SUI),animeswap-sui,1,0,0,2023-05-09T06:40:00.000Z,2023-11-08T04:05:00.000Z
7041,NeutroSwap,186-0x2140ab15bfdfa3fa1037db7204a92429f816794d,1,0,0,2023-05-10T13:40:00.000Z,2023-11-08T04:05:00.000Z
7042,Chronos Exchange,chronos-exchange,1,0,0,2023-05-25T13:30:00.000Z,2023-11-08T04:05:00.000Z
7066,Ramses v2,ramses-v2,1,0,0,2023-07-10T14:30:00.000Z,2023-11-08T04:05:00.000Z
7070,Maverick Protocol,maverick-protocol,1,0,0,2023-06-14T06:30:00.000Z,2023-11-08T04:05:00.000Z
7084,AmpleSwap,ampleswap,1,0,0,2023-05-31T03:05:00.000Z,2023-11-08T04:05:00.000Z
7085,Fairdesk,fairdesk,1,0,0,2023-07-11T08:55:00.000Z,2023-11-08T04:05:00.000Z
7086,UniSat,unisat,1,0,0,2023-05-24T08:05:00.000Z,2023-09-12T09:55:00.000Z
7126,PulseX,pulsex,1,0,0,2023-05-18T10:30:00.000Z,2023-11-08T04:05:00.000Z
7167,Noah,noah,1,0,0,2023-05-21T16:35:00.000Z,2023-11-08T04:05:00.000Z
7173,Ezkalibur,ezkalibur,1,0,0,2023-07-03T13:30:00.000Z,2023-11-08T04:05:00.000Z
7181,CrescentSwap,crescentswap,1,0,1,2023-06-07T11:45:00.000Z,2023-11-08T04:05:00.000Z
7273,YokaiSwap,yokaiswap,1,0,0,2023-05-31T15:50:00.000Z,2023-11-08T04:05:00.000Z
7302,Bitunix,bitunix,1,0,0,2023-07-19T08:30:00.000Z,2023-11-08T04:05:00.000Z
7307,iZiSwap(zkSync),iziswap-zksync,1,0,0,2023-05-30T03:35:00.000Z,2023-11-08T04:05:00.000Z
7313,zkSwap Finance,zkswap-finance,1,0,1,2023-07-30T19:35:00.000Z,2023-11-08T04:05:00.000Z
7332,Moonbase Alpha,moonbase-alpha,1,0,0,2023-11-08T04:05:29.833Z,2023-11-08T04:05:29.834Z
7336,VyFinance,vyfinance,1,0,0,2023-05-31T14:35:00.000Z,2023-11-08T04:05:00.000Z
7342,PulseX v2,pulsex-v2,1,0,0,2023-06-11T09:30:00.000Z,2023-11-08T04:05:00.000Z
7370,BitMake,bitmake,1,0,0,2023-06-07T10:40:00.000Z,2023-11-08T04:05:00.000Z
