id,name,slug,is_active,is_listed,is_redistributable,first_historical_data,last_historical_data
7373,Koinpark,koinpark,1,0,0,2023-10-11T09:40:00.000Z,2023-11-08T04:05:00.000Z
7392,GMX(Arbitrum),gmx-arbitrum,1,0,0,2023-07-02T13:40:00.000Z,2023-11-08T04:05:00.000Z
7393,GMX(Avalanche),gmx-avalanche,1,0,0,2023-07-02T13:40:00.000Z,2023-11-08T04:05:00.000Z
7421,Fastex,fastex,1,0,0,2023-09-27T09:50:00.000Z,2023-11-08T04:05:00.000Z
7440,Klayswap v3,klayswap-v3,1,0,0,2023-09-19T11:30:00.000Z,2023-11-08T04:05:00.000Z
7449,DackieSwap,dackieswap,1,0,1,2023-08-31T09:35:00.000Z,2023-11-08T04:05:00.000Z
7451,CoinCatch,coincatch,1,0,0,2023-07-05T13:30:00.000Z,2023-11-08T04:05:00.000Z
7474,Phux(Plusechain),phux-pluse,1,0,0,2023-09-19T10:30:00.000Z,2023-11-08T04:05:00.000Z
7475,Camelot v3,camelot-v3,1,0,1,2023-10-17T06:40:00.000Z,2023-11-08T04:05:00.000Z
7490,Velodrome Finance v2,velodrome-finance-v2,1,0,1,2023-08-16T07:30:00.000Z,2023-11-08T04:05:00.000Z
7495,Pearl v1.5,pearl-exchange,1,0,0,2023-10-10T16:30:00.000Z,2023-11-08T04:05:00.000Z
7510,PancakeSwap v3 (Polygon zkEVM),pancakeswap-v3-polygonzkevm,1,0,0,2023-07-05T03:30:00.000Z,2023-11-08T04:05:00.000Z
7516,Retro,retro,1,0,0,2023-08-23T07:30:00.000Z,2023-11-08T04:05:00.000Z
7557,EXMO.ME,exmo-me,1,0,1,2023-07-03T10:55:00.000Z,2023-11-08T04:05:00.000Z
7587,SuiSwap,suiswap-dex,1,0,0,2023-07-05T12:35:00.000Z,2023-07-09T02:40:00.000Z
7618,BitVenus,bitvenus,1,0,0,2023-07-16T12:35:00.000Z,2023-11-08T04:05:00.000Z
7677,FusionX v2,fusionx-v2,1,0,0,2023-07-18T09:40:00.000Z,2023-09-27T14:05:00.000Z
7678,FusionX v3,fusionx-v3,1,0,0,2023-07-18T09:40:00.000Z,2023-11-08T04:05:00.000Z
7695,Wombat Exchange (Arbitrum),wombat-exchange-arbitrum,1,0,0,2023-09-17T07:35:00.000Z,2023-11-08T04:05:00.000Z
7699,BIKA,bika,1,0,0,2023-07-25T08:30:00.000Z,2023-11-08T04:05:00.000Z
7702,SyncSwap (Linea),syncswap-linea,1,0,0,2023-08-01T11:30:00.000Z,2023-11-08T04:05:00.000Z
7704,Horizon Dex,horizondex,1,0,0,2023-08-01T11:30:00.000Z,2023-11-08T04:05:00.000Z
7731,Agni Finance(Mantle),agni-finance-mantle,1,0,0,2023-07-27T09:30:00.000Z,2023-09-28T01:40:00.000Z
7748,Topcredit Int,topcredit-int,1,0,0,2023-07-30T08:50:00.000Z,2023-11-08T04:05:00.000Z
7755,PancakeSwap v3 (zkSync Era),pancakeswap-v3-zksyncera,1,0,0,2023-07-26T14:30:00.000Z,2023-11-08T04:05:00.000Z
7761,PancakeSwap v2 (zkSync Era),pancakeswap-v2-zksync-era,1,0,0,2023-07-27T11:30:00.000Z,2023-11-08T04:05:00.000Z
7776,LeetSwap (Base),leetswap,1,0,0,2023-07-30T08:45:00.000Z,2023-09-02T06:20:00.000Z
7779,RocketSwap,rocketswap,1,0,0,2023-08-07T05:30:00.000Z,2023-11-08T04:05:00.000Z
7789,SwapBased,swapbased,1,0,0,2023-08-03T10:35:00.000Z,2023-11-08T04:05:00.000Z
7791,Uniswap v3 (Base),uniswap-v3-base,1,0,0,2023-08-06T17:35:00.000Z,2023-11-08T04:05:00.000Z
7805,Synthswap,synthswap,1,0,1,2023-08-09T08:30:00.000Z,2023-11-08T04:05:00.000Z
7806,SushiSwap v3 (Base),sushiswap-v3-base,1,0,1,2023-08-02T18:30:00.000Z,2023-11-08T04:05:00.000Z
7808,BaseSwap,baseswap,1,0,0,2023-08-06T13:30:00.000Z,2023-11-08T04:05:00.000Z
7839,Trader Joe v2.1 (Ethereum),traderjoev21-ethereum,1,0,0,2023-08-03T22:00:00.000Z,2023-11-08T04:05:00.000Z
7888,Rai Finance,rai-finance,1,0,0,2023-09-01T15:20:00.000Z,2023-11-08T04:05:00.000Z
7893,Coinbase International Exchange,coinbase-international-exchange,1,0,0,2023-10-12T09:25:00.000Z,2023-11-08T04:05:00.000Z
7930,PancakeSwap v3 (Arbitrum),pancake-v3-arbitrum,1,0,0,2023-08-09T15:35:00.000Z,2023-11-08T04:05:00.000Z
7932,PancakeSwap v2 (Arbitrum),pancake-v2-arbitrum,1,0,0,2023-08-09T16:45:00.000Z,2023-11-08T04:05:00.000Z
8001,Jedi Swap,jediswap,1,0,0,2023-08-15T07:30:00.000Z,2023-11-08T04:05:00.000Z
8002,10K Swap,10k-swap,1,0,0,2023-08-15T07:30:00.000Z,2023-11-08T04:05:00.000Z
8003,MySwap(Starknet),myswap-starknet,1,0,0,2023-08-15T06:30:00.000Z,2023-11-08T04:05:00.000Z
8031,BinarySwap,binaryswap,1,0,0,2023-11-08T04:05:31.635Z,2023-11-08T04:05:31.635Z
8069,Velocimeter (Base),velocimeter-base,1,0,0,2023-08-20T09:40:00.000Z,2023-11-08T04:05:00.000Z
8080,CommEX,commex,1,0,0,2023-09-05T08:20:00.000Z,2023-11-08T04:05:00.000Z
8125,OrangeX,orangex,1,0,0,2023-08-29T11:10:00.000Z,2023-11-08T04:05:00.000Z
8161,Astroport(SEI),astroport-set,1,0,0,2023-11-08T04:05:31.634Z,2023-11-08T04:05:31.634Z
8167,DogSwap,dogswap,1,0,0,2023-09-10T09:30:00.000Z,2023-11-08T04:05:00.000Z
8169,Marswap,marswap,1,0,0,2023-09-19T18:30:00.000Z,2023-11-02T20:25:00.000Z
8171,Woof Finance,201-0x42d6041342021bc317796c6a0f10ce39346e9167,1,0,0,2023-11-08T04:05:31.435Z,2023-11-08T04:05:31.434Z
8172,WoofSwap,woofswap,1,0,0,2023-10-26T15:25:00.000Z,2023-11-02T20:25:00.000Z
8181,Pancakeswap v3 (Base),pancakeswapv3-base,1,0,0,2023-10-18T15:45:00.000Z,2023-11-08T04:05:00.000Z
8183,PancakeSwap v2 (Base),pancakeswap-v2-base,1,0,1,2023-10-23T11:40:00.000Z,2023-11-08T04:05:00.000Z
8282,Zenlink (Astar),zenlink-astar,1,0,0,2023-09-11T07:35:00.000Z,2023-11-08T04:05:00.000Z
8411,ApolloX v2 (Arbitrum),apollox-v2-arbitrum,1,0,1,2023-10-17T06:30:00.000Z,2023-11-08T04:05:00.000Z
8418,ApolloX v2 (BSC),apollox-v2-bsc,1,0,1,2023-10-17T06:35:00.000Z,2023-11-08T04:05:00.000Z
8617,M2,m2,1,0,0,2023-11-01T13:50:00.000Z,2023-11-04T12:40:00.000Z
8634,iZiswap (Scroll),205-0x8c7d3063579bdb0b90997e18a770eae32e1ebb08,1,0,0,2023-10-29T12:35:00.000Z,2023-11-08T04:05:00.000Z
8636,KyberSwap (Scroll),kyberswap-scroll,1,0,0,2023-10-29T12:35:00.000Z,2023-11-08T04:05:00.000Z
8638,Syncswap (Scroll),syncswap-scroll,1,0,0,2023-10-29T12:35:00.000Z,2023-11-08T04:05:00.000Z
8658,Skydrome (Scroll),skydrome-scroll,1,0,0,2023-10-29T14:35:00.000Z,2023-11-08T04:05:00.000Z
